username,address,ordered_pizza,ordered_sauce,total_amount,order_datetime,order_note
Clarence,"1136 Cline Island Apt. 456
Tristanbury, ND 24830",turkish,mushroom,60₺,17/12/2023 04:23:46,please hurry! I'm hungry.
Larry,"8044 Sarah Falls Apt. 629
South Vanessashire, RI 34374",turkish,meat,65₺,09/12/2023 00:46:30,I want more mushrooms than the previous order
Kenneth,"83127 Michael Ports
East Tanyafort, HI 19157",classic,corn,36₺,28/05/2023 23:24:21,don't ring the bell.
Karen,"9657 Jones Forks
North William, MH 17399",classic,goat cheese,37₺,23/08/2023 03:20:18,don't ring the bell.
Joseph,"7368 Jonathan Cliffs
Jessicaberg, GU 79495",margherita,goat cheese,47₺,06/04/2023 17:18:11,no extra sauce please.
Elizabeth,"079 Tammy Valley
North Christophershire, RI 29399",simple,corn,26₺,29/04/2023 09:49:53,no extra sauce please.
Michael,"589 Eric Drive
Lake Dawn, VI 38272",classic,mushroom,40₺,24/07/2023 07:01:18,please hurry! I'm hungry.
James,"514 Diana Village
Sarahburgh, AK 43702",margherita,mushroom,50₺,28/02/2023 17:49:37,don't put tomatoes on pizza.
Ruben,"36168 Cynthia Tunnel Apt. 660
Lake Jessica, PW 12143",turkish,meat,65₺,27/10/2023 02:10:13,don't put tomatoes on pizza.
Bryon,"9050 Edward Branch
Barnettberg, GA 71670",margherita,corn,46₺,04/02/2023 13:31:10,please hurry! I'm hungry.
Randall,"9688 Hall Roads
Port Connieshire, WI 68996",simple,meat,35₺,04/10/2023 09:11:03,don't ring the bell.
Susan,"0383 Andrade River Suite 627
South Samanthaport, MI 63335",classic,onion,34₺,11/07/2023 03:38:41,please hurry! I'm hungry.
Ashley,"USNS Jones
FPO AP 14874",simple,meat,35₺,08/04/2023 04:42:00,don't ring the bell.
Charlie,"78622 Lucas Isle Apt. 034
Nathanton, AL 63031",simple,goat cheese,27₺,31/10/2023 03:34:24,don't put tomatoes on pizza.
Elizabeth,"759 David Rue Apt. 322
South Tiffany, AK 32042",simple,corn,26₺,10/07/2023 17:16:33,no extra sauce please.
Krista,"7793 Simpson Square
Penningtonfurt, NE 23516",turkish,goat cheese,57₺,29/12/2023 17:41:40,no extra sauce please.
Eric,"PSC 9117, Box 3569
APO AA 74183",classic,onion,34₺,25/08/2023 00:06:57,please hurry! I'm hungry.
Josephine,"114 Priscilla Lock
Mariastad, SD 02232",turkish,meat,65₺,01/10/2023 09:05:45,extra sauce please.
Russell,"36763 Timothy Fields Apt. 224
Port Teresaberg, CT 26179",turkish,olive,54₺,29/05/2023 19:50:29,extra sauce please.
Sandra,"0711 Michael Divide
New Thomasfurt, IA 98221",simple,mushroom,30₺,27/03/2023 13:59:04,I want more mushrooms than the previous order
Andrew,"463 Barnett Center Suite 458
Halemouth, MS 32256",simple,goat cheese,27₺,06/02/2023 09:58:34,please hurry! I'm hungry.
Billy,"990 Sarah Haven Apt. 229
North William, NV 08555",simple,onion,24₺,02/06/2023 07:35:26,don't put tomatoes on pizza.
Daniel,"5463 Rollins Canyon Suite 530
Kristyton, CA 32157",simple,onion,24₺,15/02/2023 21:31:50,extra sauce please.
George,"449 Christensen Walk Apt. 781
Parkview, WV 04677",turkish,corn,56₺,21/07/2023 13:21:54,I want more mushrooms than the previous order
Sonja,"848 Shawn Vista Suite 828
Williamburgh, NC 89147",classic,goat cheese,37₺,30/10/2023 03:55:56,please hurry! I'm hungry.
Steve,"8382 Elizabeth Fall Suite 576
Johnside, AZ 65060",classic,corn,36₺,27/10/2023 14:45:38,don't ring the bell.
Beatrice,"1972 Kara Street Suite 784
Emilyshire, GA 04635",classic,corn,36₺,01/12/2023 00:32:37,extra sauce please.
David,"4429 Davenport Branch
North Luisland, LA 06170",classic,olive,34₺,01/12/2023 17:13:04,please hurry! I'm hungry.
Anthony,"44534 Smith Island
East Robertshire, NM 49705",turkish,meat,65₺,08/03/2023 08:54:06,please hurry! I'm hungry.
Nga,"18690 Kristi Summit Suite 885
West Chelseafurt, WI 51514",classic,corn,36₺,01/01/2023 14:18:47,don't put tomatoes on pizza.
Martha,"0204 Garza Valleys
Cynthiaburgh, CO 26781",classic,olive,34₺,27/01/2023 12:57:00,please hurry! I'm hungry.
Rosemary,"Unit 5161 Box 4114
DPO AA 01091",simple,onion,24₺,05/12/2023 14:21:05,no extra sauce please.
Kerry,"806 Davis Trafficway
Mendezchester, ME 76928",classic,onion,34₺,25/09/2023 15:18:11,don't ring the bell.
Jerry,"499 Harris Mission Apt. 496
Lake Gregoryburgh, TX 53169",classic,mushroom,40₺,26/11/2023 13:44:01,I want more mushrooms than the previous order
Lillie,"2128 Margaret Station Suite 047
Terryfort, UT 12889",turkish,goat cheese,57₺,03/05/2023 00:05:46,don't ring the bell.
Danielle,"6936 Medina Spur Suite 243
Brianshire, AS 24634",simple,onion,24₺,14/03/2023 20:47:12,please hurry! I'm hungry.
Anthony,"67237 Adams Crossroad
Obrienview, KS 88367",classic,olive,34₺,22/09/2023 02:39:10,I want more mushrooms than the previous order
Hettie,"48781 Cody Turnpike
Lake Juliachester, NV 62709",simple,olive,24₺,18/03/2023 10:29:03,don't put tomatoes on pizza.
Mary,"33117 Thomas Union
Lake Cindy, ID 14309",simple,goat cheese,27₺,06/10/2023 21:09:29,don't put tomatoes on pizza.
Steve,"9689 Kyle Isle
Anthonytown, IA 03195",turkish,goat cheese,57₺,25/11/2023 21:03:02,please hurry! I'm hungry.
James,"514 Diana Village
Sarahburgh, AK 43702",margherita,onion,44₺,04/07/2023 21:06:26,no extra sauce please.
Ronald,"017 Laura Vista Suite 484
Port Jasonburgh, PR 37617",margherita,onion,44₺,17/05/2023 07:34:26,don't put tomatoes on pizza.
Jason,"PSC 9861, Box 5088
APO AP 89041",margherita,onion,44₺,25/12/2023 20:10:13,don't put tomatoes on pizza.
Scott,"34052 Lisa Extension
Ericafurt, HI 85000",margherita,meat,55₺,11/02/2023 19:46:38,don't ring the bell.
Cheryl,"914 David Villages Apt. 299
North Lisa, ND 51694",classic,meat,45₺,17/05/2023 08:01:38,no extra sauce please.
Teresa,"18130 Burns Ferry Apt. 549
New Jasonchester, OR 83083",simple,olive,24₺,15/09/2023 06:03:44,extra sauce please.
Laurene,"274 Rachel Common Apt. 059
Austinview, MS 29496",margherita,goat cheese,47₺,07/07/2023 11:17:14,please hurry! I'm hungry.
Norma,"9129 Michelle Brook Suite 922
Michaelburgh, LA 61682",classic,meat,45₺,04/12/2023 03:20:30,don't ring the bell.
Magdalena,"22887 Turner Gateway
Richardborough, AR 37686",simple,goat cheese,27₺,23/07/2023 10:36:51,don't ring the bell.
Susan,"58646 Timothy Tunnel
East Marymouth, ID 12705",turkish,mushroom,60₺,04/06/2023 23:09:06,don't put tomatoes on pizza.
Kenneth,"0633 Barbara Crescent
Morrisborough, WA 76263",turkish,goat cheese,57₺,20/07/2023 18:12:34,extra sauce please.
Jason,"65271 Corey Junction
North Markton, NC 96479",classic,onion,34₺,01/08/2023 04:39:12,extra sauce please.
Patricia,"095 Phillip Inlet
West Michaelbury, SC 57451",margherita,mushroom,50₺,12/02/2023 20:52:24,don't put tomatoes on pizza.
Teri,"343 Martinez Throughway
New Stephaniehaven, MO 97857",classic,mushroom,40₺,25/06/2023 09:35:52,I want more mushrooms than the previous order
Bruce,"89113 Miller Union Suite 998
Taylorside, SD 91846",classic,mushroom,40₺,20/02/2023 20:04:06,don't ring the bell.
Tim,"557 Mcfarland Mission
Fieldsburgh, LA 82194",turkish,meat,65₺,21/10/2023 19:34:22,extra sauce please.
Carolyn,"6695 Kerry Extensions Suite 902
Teresafurt, MI 18823",margherita,corn,46₺,29/03/2023 11:18:52,extra sauce please.
Frankie,"049 Gregory Squares
New Tiffanyton, UT 10757",classic,mushroom,40₺,15/07/2023 06:05:07,please hurry! I'm hungry.
Felipe,"0543 Anthony Brook Apt. 221
Marymouth, NV 58260",classic,goat cheese,37₺,03/10/2023 01:41:06,please hurry! I'm hungry.
Douglas,"04561 Ortiz Drive Apt. 179
Lake Kimberlyhaven, PW 11535",classic,onion,34₺,08/07/2023 23:49:20,no extra sauce please.
Walter,"5868 Howard Alley Suite 131
North Melindaborough, MT 19187",simple,meat,35₺,03/03/2023 18:23:43,I want more mushrooms than the previous order
Marcus,"753 Gibson Mountains
Josestad, IN 19725",simple,olive,24₺,14/04/2023 04:46:31,don't ring the bell.
Ronald,"6475 Miller Alley Suite 377
North Emily, NJ 60952",margherita,corn,46₺,23/08/2023 11:10:14,don't put tomatoes on pizza.
William,"498 Jessica Mission Apt. 529
Lake Karenville, CA 80413",margherita,meat,55₺,03/09/2023 02:34:33,don't ring the bell.
Hortencia,"69958 Gary Square
Port Jacquelinestad, AZ 32139",turkish,onion,54₺,15/01/2023 07:15:43,no extra sauce please.
Eric,"48851 Michael Village
Port Kennethhaven, CO 72708",classic,mushroom,40₺,18/01/2023 11:39:52,no extra sauce please.
Tyrone,"5343 Brett Circles
Kevinbury, AS 93746",classic,meat,45₺,05/07/2023 21:39:29,I want more mushrooms than the previous order
Cynthia,"80551 Edward View Apt. 218
Port Hannah, VT 33264",margherita,olive,44₺,22/04/2023 04:10:00,no extra sauce please.
Eli,"1997 Lori Ranch
East Melanie, SC 09636",turkish,olive,54₺,25/08/2023 17:20:06,no extra sauce please.
Gary,"PSC 3908, Box 4607
APO AE 17704",margherita,goat cheese,47₺,22/02/2023 00:58:11,I want more mushrooms than the previous order
Terry,"390 White Meadows Suite 344
West Mark, NJ 57457",turkish,meat,65₺,17/06/2023 10:44:35,no extra sauce please.
Megan,"61967 Antonio Way Suite 660
New Angelaland, NE 65018",turkish,onion,54₺,08/09/2023 23:48:08,don't ring the bell.
Kent,"410 Olson Center
East Kristinabury, NM 27174",classic,onion,34₺,23/09/2023 20:40:43,I want more mushrooms than the previous order
John,"825 Poole Spurs Apt. 122
Lake Julian, ME 70219",classic,meat,45₺,19/02/2023 02:42:01,no extra sauce please.
Rodney,"09328 Stephanie Plaza Suite 236
Masonmouth, FM 56853",simple,mushroom,30₺,26/06/2023 15:45:26,no extra sauce please.
Robert,"4627 Jennifer Inlet Apt. 652
North Kristinaton, FM 55476",classic,mushroom,40₺,29/07/2023 16:07:45,no extra sauce please.
Norma,"71684 Johnson Lane Suite 470
Brianmouth, KS 13939",margherita,mushroom,50₺,10/05/2023 22:40:23,please hurry! I'm hungry.
Ruben,"36168 Cynthia Tunnel Apt. 660
Lake Jessica, PW 12143",turkish,corn,56₺,27/01/2023 05:18:25,don't put tomatoes on pizza.
Rosalie,"PSC 4800, Box 3720
APO AE 23337",margherita,goat cheese,47₺,08/10/2023 00:20:56,no extra sauce please.
Christopher,"Unit 2996 Box 2904
DPO AA 12009",classic,goat cheese,37₺,10/09/2023 19:41:21,no extra sauce please.
Denise,"632 Snyder Park Suite 633
Tammyhaven, UT 60192",simple,olive,24₺,20/10/2023 19:39:00,don't ring the bell.
Frank,"07342 Lee Hills Apt. 385
Kristietown, PA 27925",turkish,onion,54₺,28/12/2023 13:44:05,don't put tomatoes on pizza.
Scott,"88748 Guzman Glens
Lake Ianview, PW 00915",turkish,goat cheese,57₺,08/08/2023 15:15:04,no extra sauce please.
Lanora,"08995 Danielle Extension
New Charles, AR 05979",classic,onion,34₺,19/12/2023 13:03:40,please hurry! I'm hungry.
Abigail,"7783 Benjamin Drive Suite 709
Stevensstad, WI 92503",margherita,goat cheese,47₺,08/12/2023 17:31:54,I want more mushrooms than the previous order
Aaron,"6338 Patricia Path Apt. 074
Lake Jamestown, PA 99123",classic,goat cheese,37₺,07/08/2023 14:47:59,don't put tomatoes on pizza.
Teri,"343 Martinez Throughway
New Stephaniehaven, MO 97857",margherita,onion,44₺,19/06/2023 14:52:44,no extra sauce please.
Gloria,"7809 Allison Stravenue
West Susanshire, DE 43604",margherita,goat cheese,47₺,16/12/2023 06:10:53,don't put tomatoes on pizza.
Robert,"0512 Jamie Point
Ricetown, TX 93215",simple,goat cheese,27₺,04/08/2023 00:13:47,extra sauce please.
George,"14159 Singh Lodge Apt. 730
Cervantesbury, CT 17533",turkish,mushroom,60₺,25/03/2023 12:13:57,extra sauce please.
Stanley,"2069 Ryan Common Apt. 576
West Daryl, IL 63268",classic,olive,34₺,21/04/2023 18:35:11,I want more mushrooms than the previous order
Erik,"PSC 8403, Box 7889
APO AP 95293",simple,olive,24₺,21/02/2023 05:56:16,please hurry! I'm hungry.
John,"05219 Kent Harbors Apt. 889
Lake Joseview, GA 30435",margherita,corn,46₺,11/10/2023 09:50:17,no extra sauce please.
Christie,"1646 Flowers Crest Apt. 614
Schneidermouth, WA 92892",turkish,olive,54₺,31/01/2023 03:15:10,don't ring the bell.
Pam,"3501 Caleb Ports Apt. 436
North Jennifer, GA 82801",simple,mushroom,30₺,27/11/2023 19:26:56,please hurry! I'm hungry.
Steve,"9689 Kyle Isle
Anthonytown, IA 03195",simple,corn,26₺,08/04/2023 19:24:29,extra sauce please.
Mirta,"5571 Bethany Estate
Nelsonport, AR 02337",turkish,mushroom,60₺,24/01/2023 18:53:08,don't put tomatoes on pizza.
Elsie,"Unit 3670 Box 3268
DPO AP 47843",turkish,onion,54₺,03/07/2023 08:14:12,don't put tomatoes on pizza.
Andrea,"2862 Martinez Field
West Lisa, TN 13528",turkish,corn,56₺,29/03/2023 15:22:11,I want more mushrooms than the previous order
Robert,"107 Davidson Creek
West Jeffrey, PA 92516",classic,onion,34₺,15/09/2023 06:59:06,please hurry! I'm hungry.
Donna,"756 Townsend Rapid Apt. 001
Leebury, KS 78493",turkish,meat,65₺,29/09/2023 17:56:16,I want more mushrooms than the previous order
Jason,"2452 Debbie Port Apt. 684
Josephberg, MP 32536",simple,goat cheese,27₺,08/09/2023 23:19:57,please hurry! I'm hungry.
Jonathan,"07459 Elizabeth Centers
Hudsonstad, AR 34470",turkish,corn,56₺,05/03/2023 05:20:58,please hurry! I'm hungry.
Paul,"921 Dylan Glens
Ryanchester, GA 14773",simple,mushroom,30₺,05/06/2023 21:11:16,no extra sauce please.
John,"Unit 2256 Box 9040
DPO AA 12598",turkish,onion,54₺,31/03/2023 03:47:48,I want more mushrooms than the previous order
Gilbert,"569 Roach Pine
Ronaldborough, AL 60046",classic,meat,45₺,10/09/2023 04:13:47,don't ring the bell.
laplace,"6677 Wright Bridge
Arroyotown, HI 47839",turkish,olive,54₺,13/08/2023 17:44:56,no extra sauce please.
Christie,"1646 Flowers Crest Apt. 614
Schneidermouth, WA 92892",turkish,corn,56₺,05/10/2023 05:57:41,no extra sauce please.
Genevieve,"65365 Daniels Bridge Apt. 801
Lake Sarah, PA 08738",turkish,onion,54₺,16/08/2023 19:22:29,extra sauce please.
James,"PSC 3826, Box 3716
APO AP 86836",margherita,onion,44₺,16/08/2023 08:44:57,don't put tomatoes on pizza.
Jon,"567 Martin Mountains Suite 923
New Michaelland, WA 09496",simple,olive,24₺,27/10/2023 17:07:29,don't put tomatoes on pizza.
Jan,"5160 Tony Green Apt. 423
South Alison, WV 93825",margherita,onion,44₺,20/10/2023 23:08:23,please hurry! I'm hungry.
Edwin,"1747 Simpson Mountain
North Patricia, AR 49202",turkish,onion,54₺,19/11/2023 10:32:46,extra sauce please.
Catherine,"7499 Fernandez Meadow Suite 099
North Colleenmouth, LA 87896",simple,olive,24₺,05/01/2023 02:31:33,don't put tomatoes on pizza.
Violet,"6565 Charles Ports
Huffhaven, TN 39215",margherita,onion,44₺,08/09/2023 03:20:19,please hurry! I'm hungry.
Annie,"0032 Mckenzie Extensions Suite 101
Lake Emilyport, VI 23828",margherita,onion,44₺,17/06/2023 03:39:55,I want more mushrooms than the previous order
Charles,"10849 Cross Forks
Port Jaredmouth, HI 17976",margherita,mushroom,50₺,16/11/2023 11:53:46,don't put tomatoes on pizza.
Claudia,"60088 Michael Crest
South Shaunstad, DC 98730",classic,olive,34₺,27/11/2023 18:04:09,I want more mushrooms than the previous order
Brandi,"9402 Leon Crossroad Apt. 609
Port Joelport, CA 81078",turkish,meat,65₺,14/11/2023 05:03:42,don't ring the bell.
Brian,"447 Stephanie Mission
North Calvinhaven, HI 45547",margherita,goat cheese,47₺,13/02/2023 09:40:04,I want more mushrooms than the previous order
Stella,"62354 Fritz Road Suite 132
New Heather, CO 47309",turkish,corn,56₺,04/11/2023 10:46:04,I want more mushrooms than the previous order
Michael,"85754 Michelle Wall
Jenniferview, AK 40893",margherita,corn,46₺,18/06/2023 03:40:34,no extra sauce please.
Beatrice,"1972 Kara Street Suite 784
Emilyshire, GA 04635",turkish,onion,54₺,15/10/2023 18:32:58,no extra sauce please.
Suzanne,"59594 Dylan Shoals Apt. 714
South Craig, OH 33754",margherita,meat,55₺,09/04/2023 09:02:58,extra sauce please.
Leon,"961 Leslie Highway
Boydmouth, NH 86811",classic,corn,36₺,12/01/2023 03:13:52,I want more mushrooms than the previous order
Donna,"67122 Melissa Trafficway
Lake Cherylport, ID 34167",turkish,corn,56₺,16/07/2023 11:59:04,I want more mushrooms than the previous order
Beulah,"9153 Brooks Throughway Apt. 889
West Staceyborough, MH 12958",simple,onion,24₺,13/07/2023 12:22:35,no extra sauce please.
Renee,"189 Peterson Valley
West Patriciafort, WV 65998",margherita,mushroom,50₺,24/10/2023 11:51:25,please hurry! I'm hungry.
Rosemary,"Unit 5161 Box 4114
DPO AA 01091",classic,meat,45₺,16/10/2023 18:51:37,extra sauce please.
Catherine,"5820 Parker Keys
New Kathleenside, MH 40527",margherita,meat,55₺,29/11/2023 13:19:53,no extra sauce please.
Mattie,"4917 Clarence Rapids Suite 218
Heatherbury, NC 61162",turkish,corn,56₺,16/02/2023 19:22:50,don't put tomatoes on pizza.
Mark,"85258 Zachary Trafficway Suite 437
South Baileyport, NH 66678",simple,corn,26₺,12/02/2023 04:22:39,I want more mushrooms than the previous order
Renee,"189 Peterson Valley
West Patriciafort, WV 65998",margherita,onion,44₺,26/05/2023 06:39:42,don't put tomatoes on pizza.
Michelle,"228 Baxter Shoal Suite 010
Marshallchester, WI 92288",classic,goat cheese,37₺,10/01/2023 04:14:34,extra sauce please.
Jason,"PSC 9861, Box 5088
APO AP 89041",turkish,meat,65₺,12/07/2023 05:02:00,extra sauce please.
Mark,"657 Michelle Wall Apt. 592
Port Shawn, WA 15074",margherita,meat,55₺,05/07/2023 05:20:58,please hurry! I'm hungry.
Roger,"30361 Paul Court
North Mark, MA 45360",classic,corn,36₺,21/09/2023 23:31:28,don't put tomatoes on pizza.
Edward,"073 Sandra Summit Apt. 296
East Leslie, MN 77870",margherita,goat cheese,47₺,16/12/2023 11:10:15,don't put tomatoes on pizza.
Nancy,"06757 Joshua Crescent
Stevensmouth, CT 74031",classic,onion,34₺,12/09/2023 15:30:25,don't put tomatoes on pizza.
Douglas,"478 Ramos Falls
Coleville, MA 81515",classic,goat cheese,37₺,29/05/2023 17:47:05,extra sauce please.
Kimberly,"911 Wilson Crossroad Apt. 157
Port Stephanieland, NY 44073",simple,mushroom,30₺,26/09/2023 13:20:47,extra sauce please.
Mary,"7751 Ellis Light Suite 437
Port Scottton, PW 28223",simple,onion,24₺,02/05/2023 03:49:11,don't put tomatoes on pizza.
Shelia,"5210 Avery Avenue
Dakotaborough, ND 98685",turkish,corn,56₺,25/04/2023 18:06:07,don't ring the bell.
Conrad,"606 Morales Stream
Millerfort, AS 08888",turkish,meat,65₺,29/12/2023 21:52:09,don't put tomatoes on pizza.
Norman,"595 Leah Track
Carrborough, DC 49481",margherita,corn,46₺,31/10/2023 01:58:00,don't put tomatoes on pizza.
Leonard,"PSC 0150, Box 2933
APO AA 99363",simple,goat cheese,27₺,24/11/2023 13:09:14,extra sauce please.
Julia,"USNV Smith
FPO AP 62218",classic,meat,45₺,03/12/2023 06:27:11,don't ring the bell.
Claudia,"1812 Ryan Road
West Justinstad, VT 30399",classic,meat,45₺,23/09/2023 07:54:19,I want more mushrooms than the previous order
Franklin,"PSC 4823, Box 7888
APO AP 69036",classic,mushroom,40₺,30/09/2023 19:30:20,extra sauce please.
Harry,"9848 Edward Junctions
South Sandyton, FL 19210",classic,meat,45₺,07/07/2023 01:51:56,please hurry! I'm hungry.
Claude,"2621 Richard Shores
Lake Anthony, AL 29713",turkish,mushroom,60₺,20/02/2023 12:51:34,no extra sauce please.
Helen,"164 Andrea Underpass
Port Gina, AZ 13006",turkish,olive,54₺,26/12/2023 10:14:07,I want more mushrooms than the previous order
Jerry,"499 Harris Mission Apt. 496
Lake Gregoryburgh, TX 53169",margherita,meat,55₺,26/07/2023 12:53:44,please hurry! I'm hungry.
Diane,"5751 Weber Tunnel
Jonathanchester, UT 45036",margherita,onion,44₺,18/08/2023 07:13:05,don't put tomatoes on pizza.
Sonja,"848 Shawn Vista Suite 828
Williamburgh, NC 89147",margherita,olive,44₺,13/11/2023 05:05:44,don't put tomatoes on pizza.
